id;Active (0/1);Name*;Categories (x,y,z,...);Price;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyy-mm-dd);Discount to (yyy-mm-dd);Reference #;Supplier reference #;Supplier;Weight;Quantity;Short description;Description;Image URLs (x,y,z,...)
10;1;Adult Mini Lamb & Rise;Для собак, Сухой корм;;;;;;;;;;Arden Grange;;;СУХОЙ КОРМ ДЛЯ ВЗРОСЛЫХ СОБАК МЕЛКИХ ПОРОД С ЯГНЕНКОМ И РИСОМ;Полное описание;
